timestamp,open,high,low,close,volume,final_signal,entry
2026-08-12 06:21:00+00:00,1887.98,1887.98,1887.51,1887.51,190.47781,,
2026-08-12 06:22:00+00:00,1887.51,1887.98,1887.16,1887.16,106.43496,,
2026-08-12 06:23:00+00:00,1887.16,1887.16,1885.65,1886.01,2136.512893388748,,
2026-08-12 06:24:00+00:00,1886.01,1886.01,1885.49,1886.0,95.19103407577109,,
2026-08-12 06:25:00+00:00,1886.0,1886.02,1884.64,1885.98,67.55329478005615,,
2026-08-12 06:26:00+00:00,1885.98,1886.02,1885.44,1885.98,257.962807664483,,
2026-08-12 06:27:00+00:00,1885.98,1886.45,1885.98,1885.98,3213.5387449474265,,
2026-08-12 06:28:00+00:00,1885.98,1885.99,1885.19,1885.19,188.54438,,
2026-08-12 06:29:00+00:00,1885.19,1885.65,1885.02,1885.64,349.81441,,
2026-08-12 06:30:00+00:00,1885.64,1885.65,1884.45,1884.96,4097.0542,,
2026-08-12 06:31:00+00:00,1884.96,1885.02,1884.96,1885.01,0.86994,,
2026-08-12 06:32:00+00:00,1885.01,1885.01,1884.41,1884.98,205.32425,,
2026-08-12 06:33:00+00:00,1884.98,1885.33,1884.98,1885.01,31.91565,,
2026-08-12 06:34:00+00:00,1885.01,1885.51,1885.01,1885.51,26.00977,,
2026-08-12 06:35:00+00:00,1885.51,1885.63,1885.02,1885.09,70.75382,,
2026-08-12 06:36:00+00:00,1885.09,1885.09,1884.48,1885.0,0.75503,,
2026-08-12 06:37:00+00:00,1885.0,1885.95,1885.0,1885.95,165.96399,,
2026-08-12 06:38:00+00:00,1885.95,1886.04,1885.28,1886.0,1501.83233,,
2026-08-12 06:39:00+00:00,1886.0,1886.01,1885.98,1885.98,0.70716,,
2026-08-12 06:40:00+00:00,1885.98,1886.01,1885.98,1885.98,0.49016,,
2026-08-12 06:41:00+00:00,1885.98,1886.02,1885.56,1885.67,295.18403,,
2026-08-12 06:42:00+00:00,1885.67,1886.35,1884.98,1885.93,216.91005515397504,,
2026-08-12 06:43:00+00:00,1885.93,1885.99,1885.02,1885.33,592.61849,,
2026-08-12 06:44:00+00:00,1885.33,1885.52,1884.74,1885.02,0.85172,,
2026-08-12 06:45:00+00:00,1885.02,1886.04,1884.99,1886.01,62.07175,,
2026-08-12 06:46:00+00:00,1886.01,1886.37,1885.99,1886.37,2032.24217,,
2026-08-12 06:47:00+00:00,1886.37,1886.71,1886.01,1886.56,266.9454,,
2026-08-12 06:48:00+00:00,1886.56,1886.56,1885.99,1886.02,0.91397,,
2026-08-12 06:49:00+00:00,1886.02,1886.02,1886.02,1886.02,0.0,,
2026-08-12 06:50:00+00:00,1886.02,1886.02,1886.02,1886.02,0.0,,
2026-08-12 06:51:00+00:00,1886.02,1887.36,1885.96,1887.36,1.9914140909005111,,
2026-08-12 06:52:00+00:00,1887.36,1887.36,1886.42,1886.42,94.93671,,
2026-08-12 06:53:00+00:00,1886.42,1886.42,1885.0,1885.01,88.58125719155244,,
2026-08-12 06:54:00+00:00,1885.01,1885.53,1884.99,1885.4,123.89239,,
2026-08-12 06:55:00+00:00,1885.4,1885.84,1884.99,1885.84,68.00538743821677,,
2026-08-12 06:56:00+00:00,1885.84,1885.99,1885.49,1885.98,269.27477,,
2026-08-12 06:57:00+00:00,1885.98,1886.53,1885.67,1886.5,59.87434,,
2026-08-12 06:58:00+00:00,1886.5,1886.53,1886.5,1886.52,0.19254,,
2026-08-12 06:59:00+00:00,1886.52,1886.52,1886.2,1886.33,8.878,,
2026-08-12 07:00:00+00:00,1886.33,1887.12,1886.33,1887.0,110.00292,,
2026-08-12 07:01:00+00:00,1887.0,1887.52,1886.99,1887.51,57.36351,,
2026-08-12 07:02:00+00:00,1887.51,1887.53,1887.51,1887.53,1.25437,,
2026-08-12 07:03:00+00:00,1887.53,1888.56,1887.53,1888.56,105.41269,,
2026-08-12 07:04:00+00:00,1888.56,1889.02,1888.56,1889.02,2083.32632,,
2026-08-12 07:05:00+00:00,1889.02,1889.86,1889.02,1889.02,2.96826,,
2026-08-12 07:06:00+00:00,1889.02,1889.02,1888.97,1888.97,0.07109,,
2026-08-12 07:07:00+00:00,1888.97,1890.33,1888.97,1890.26,114.95271,,
2026-08-12 07:08:00+00:00,1890.26,1890.27,1889.02,1889.02,27.303919032436603,,
2026-08-12 07:09:00+00:00,1889.02,1889.02,1888.67,1888.67,63.5833,,
2026-08-12 07:10:00+00:00,1888.67,1888.98,1888.54,1888.67,938.67527,,
2026-08-12 07:11:00+00:00,1888.67,1889.02,1888.67,1889.0,0.55285,,
2026-08-12 07:12:00+00:00,1889.0,1889.01,1888.98,1888.98,0.69187,,
2026-08-12 07:13:00+00:00,1888.98,1889.02,1888.98,1889.02,0.67159,,
2026-08-12 07:14:00+00:00,1889.02,1889.02,1888.98,1888.98,1.1161692172042117,,
2026-08-12 07:15:00+00:00,1888.98,1889.45,1888.59,1889.44,152.64580039139787,,
2026-08-12 07:16:00+00:00,1889.44,1889.63,1889.02,1889.62,36.6858,,
2026-08-12 07:17:00+00:00,1889.62,1889.62,1889.01,1889.02,0.71047,,
2026-08-12 07:18:00+00:00,1889.02,1889.02,1888.96,1889.01,0.72694,,
2026-08-12 07:19:00+00:00,1889.01,1889.02,1888.99,1889.0,0.71953,,
2026-08-12 07:20:00+00:00,1889.0,1889.02,1889.0,1889.01,0.36582,,
2026-08-12 07:21:00+00:00,1889.01,1889.53,1889.01,1889.41,58.97333,,
2026-08-12 07:22:00+00:00,1889.41,1889.52,1888.98,1888.98,68.85505024473503,,
2026-08-12 07:23:00+00:00,1888.98,1888.98,1888.88,1888.88,0.527052313919941,,
2026-08-12 07:24:00+00:00,1888.88,1889.02,1888.88,1889.02,0.3511100029647198,,
2026-08-12 07:25:00+00:00,1889.02,1889.03,1889.0,1889.02,0.86455,,
2026-08-12 07:26:00+00:00,1889.02,1889.45,1889.02,1889.33,25.17561,,
2026-08-12 07:27:00+00:00,1889.33,1889.61,1889.04,1889.61,67.12527,,
2026-08-12 07:28:00+00:00,1889.61,1889.69,1889.01,1889.01,145.77412,,
2026-08-12 07:29:00+00:00,1889.01,1889.01,1888.16,1888.67,197.02058000296472,,
2026-08-12 07:30:00+00:00,1888.67,1888.98,1888.31,1888.53,1604.37496,,
2026-08-12 07:31:00+00:00,1888.53,1889.53,1888.53,1889.53,36.3751,,
2026-08-12 07:32:00+00:00,1889.53,1890.41,1889.53,1890.41,0.4099102200183216,,
2026-08-12 07:33:00+00:00,1890.41,1890.85,1889.47,1889.67,116.87046511351792,,
2026-08-12 07:34:00+00:00,1889.67,1890.0,1889.67,1890.0,0.1936,,
2026-08-12 07:35:00+00:00,1890.0,1890.0,1889.57,1889.67,31.599220337346207,,
2026-08-12 07:36:00+00:00,1889.67,1889.98,1888.15,1888.4,42.729728640942206,,
2026-08-12 07:37:00+00:00,1888.4,1888.65,1888.02,1888.65,67.66394499619003,,
2026-08-12 07:38:00+00:00,1888.65,1888.66,1887.86,1887.98,32.80419,,
2026-08-12 07:39:00+00:00,1887.98,1888.02,1887.97,1887.98,0.69298,,
2026-08-12 07:40:00+00:00,1887.98,1887.98,1887.98,1887.98,0.0,,
2026-08-12 07:41:00+00:00,1887.98,1888.0,1887.59,1887.59,26.08534,,
2026-08-12 07:42:00+00:00,1887.59,1887.84,1887.59,1887.63,1.065244886482082,,
2026-08-12 07:43:00+00:00,1887.63,1887.99,1887.63,1887.98,0.53913,,
2026-08-12 07:44:00+00:00,1887.98,1887.98,1887.98,1887.98,0.0,,
2026-08-12 07:45:00+00:00,1887.98,1887.98,1885.7,1885.7,23992.12012,,
2026-08-12 07:46:00+00:00,1885.7,1886.01,1885.7,1885.99,11182.45647,,
2026-08-12 07:47:00+00:00,1885.99,1886.53,1885.93,1886.53,42.55726392193555,,
2026-08-12 07:48:00+00:00,1886.53,1887.36,1884.64,1887.36,32.770115119269605,,
2026-08-12 07:49:00+00:00,1887.36,1887.36,1886.54,1886.65,31.68741,,
2026-08-12 07:50:00+00:00,1886.65,1886.65,1886.65,1886.65,0.0,,
2026-08-12 07:51:00+00:00,1886.65,1887.85,1886.65,1887.85,35.92724,,
2026-08-12 07:52:00+00:00,1887.85,1888.01,1887.84,1887.99,1.41624,,
2026-08-12 07:53:00+00:00,1887.99,1888.61,1887.98,1888.6,2080.35654,,
2026-08-12 07:54:00+00:00,1888.6,1889.02,1888.02,1889.02,36.48063,,
2026-08-12 07:55:00+00:00,1889.02,1890.02,1889.0,1890.02,95.99767358512936,,
2026-08-12 07:56:00+00:00,1890.02,1890.4,1889.98,1889.98,12.07515,,
2026-08-12 07:57:00+00:00,1889.98,1890.39,1889.98,1889.99,32.76834886482082,,
2026-08-12 07:58:00+00:00,1889.99,1891.0,1889.98,1890.99,64.78687687918433,,
2026-08-12 07:59:00+00:00,1890.99,1891.02,1890.96,1890.99,1.4915579738432487,,
2026-08-12 08:00:00+00:00,1890.99,1891.12,1889.98,1890.67,293.78398737434816,,
2026-08-12 08:01:00+00:00,1890.67,1890.67,1889.66,1890.53,135.69075199200927,,
2026-08-12 08:02:00+00:00,1890.53,1891.02,1890.51,1891.02,1.78864,,
2026-08-12 08:03:00+00:00,1891.02,1892.46,1891.02,1891.98,2459.830703076668,,
2026-08-12 08:04:00+00:00,1891.98,1892.02,1891.37,1891.99,86.52887,,
2026-08-12 08:05:00+00:00,1891.99,1893.33,1891.99,1893.02,17.64587480720705,,
2026-08-12 08:06:00+00:00,1893.02,1895.36,1893.0,1895.36,4711.46844327052,,
2026-08-12 08:07:00+00:00,1895.36,1895.44,1892.64,1892.64,4099.962134221106,,
2026-08-12 08:08:00+00:00,1892.64,1895.36,1892.64,1895.36,2.027061379677198,,
2026-08-12 08:09:00+00:00,1895.36,1895.36,1893.99,1893.99,0.9779035718546908,,
2026-08-12 08:10:00+00:00,1893.99,1894.02,1892.98,1893.38,145.30046450264632,,
2026-08-12 08:11:00+00:00,1893.38,1893.38,1893.01,1893.02,0.50844,,
2026-08-12 08:12:00+00:00,1893.02,1893.02,1892.45,1892.98,2217.013059118258,,
2026-08-12 08:13:00+00:00,1892.98,1892.99,1891.93,1891.95,824.7942229693468,,
2026-08-12 08:14:00+00:00,1891.95,1891.99,1891.48,1891.49,270.89178703065306,,
2026-08-12 08:15:00+00:00,1891.49,1892.0,1891.49,1891.99,0.793634049013596,,
2026-08-12 08:16:00+00:00,1891.99,1892.64,1891.98,1892.63,161.43511457675538,,
2026-08-12 08:17:00+00:00,1892.63,1893.01,1892.63,1892.99,3.3706914972131967,,
2026-08-12 08:18:00+00:00,1892.99,1893.02,1892.99,1893.02,1.75134,,
2026-08-12 08:19:00+00:00,1893.02,1893.33,1893.0,1893.01,31.62626,,
2026-08-12 08:20:00+00:00,1893.01,1893.99,1893.0,1893.98,68.30174751463522,,
2026-08-12 08:21:00+00:00,1893.98,1894.01,1891.96,1892.33,188.3862977049137,,
2026-08-12 08:22:00+00:00,1892.33,1892.33,1892.28,1892.3,1.78451,,
2026-08-12 08:23:00+00:00,1892.3,1893.02,1891.98,1893.0,129.84408,,
2026-08-12 08:24:00+00:00,1893.0,1893.02,1892.99,1893.02,0.78223,,
2026-08-12 08:25:00+00:00,1893.02,1893.02,1892.47,1892.47,316.74339,,
2026-08-12 08:26:00+00:00,1892.47,1893.36,1891.6,1893.36,1080.943201472703,,
2026-08-12 08:27:00+00:00,1893.36,1893.36,1891.93,1892.02,120.89085239228078,,
2026-08-12 08:28:00+00:00,1892.02,1892.98,1891.98,1891.98,70.67087,,
2026-08-12 08:29:00+00:00,1891.98,1892.02,1891.97,1891.97,0.74676,,
2026-08-12 08:30:00+00:00,1891.97,1891.99,1891.02,1891.33,171.66616,,
2026-08-12 08:31:00+00:00,1891.33,1891.5,1890.63,1891.4,2175.19189,,
2026-08-12 08:32:00+00:00,1891.4,1891.4,1890.67,1890.67,58.91207,,
2026-08-12 08:33:00+00:00,1890.67,1891.85,1890.55,1891.85,37.01660872414704,,
2026-08-12 08:34:00+00:00,1891.85,1891.85,1890.64,1890.98,5.930975735228823,,
2026-08-12 08:35:00+00:00,1890.98,1892.02,1890.64,1892.02,310.6681475320298,,
2026-08-12 08:36:00+00:00,1892.02,1892.02,1890.88,1890.99,145.281541655745,,
2026-08-12 08:37:00+00:00,1890.99,1891.49,1890.64,1890.98,283.5264418050865,,
2026-08-12 08:38:00+00:00,1890.98,1892.0,1890.98,1891.04,6.131438490578152,,
2026-08-12 08:39:00+00:00,1891.04,1891.21,1890.98,1891.02,1.0715415605437055,,
2026-08-12 08:40:00+00:00,1891.02,1891.02,1890.93,1890.98,0.7824836007208382,,
2026-08-12 08:41:00+00:00,1890.98,1891.03,1890.88,1890.88,1.321334279835737,,
2026-08-12 08:42:00+00:00,1890.88,1890.99,1890.15,1890.23,1185.452410442157,,
2026-08-12 08:43:00+00:00,1890.23,1890.4,1890.15,1890.15,2.6756431299090786,,
2026-08-12 08:44:00+00:00,1890.15,1890.34,1889.64,1889.98,7.059368948469141,,
2026-08-12 08:45:00+00:00,1889.98,1890.33,1889.67,1889.98,33.78406285828429,,
2026-08-12 08:46:00+00:00,1889.98,1891.02,1889.98,1891.02,271.17414060558474,,
2026-08-12 08:47:00+00:00,1891.02,1891.53,1890.98,1891.44,2032.82766650225,,
2026-08-12 08:48:00+00:00,1891.44,1891.53,1891.43,1891.44,1.16522,,
2026-08-12 08:49:00+00:00,1891.44,1891.76,1889.64,1891.76,3.166000681387809,,
2026-08-12 08:50:00+00:00,1891.76,1891.76,1889.64,1889.64,0.3173308301798478,,
2026-08-12 08:51:00+00:00,1889.64,1891.37,1889.64,1889.64,6.346299325074102,,
2026-08-12 08:52:00+00:00,1889.64,1890.47,1889.64,1889.64,0.2562045138979608,,
2026-08-12 08:53:00+00:00,1889.64,1890.47,1889.64,1890.47,7.005034141975503,,
2026-08-12 08:54:00+00:00,1890.47,1890.47,1890.47,1890.47,0.0,,
2026-08-12 08:55:00+00:00,1890.47,1890.47,1889.64,1890.46,0.3376882921328848,,
2026-08-12 08:56:00+00:00,1890.46,1890.46,1889.64,1889.64,0.6471795285887187,,
2026-08-12 08:57:00+00:00,1889.64,1889.64,1889.64,1889.64,0.0,,
2026-08-12 08:58:00+00:00,1889.64,1890.01,1889.64,1889.99,6.022885140492458,,
2026-08-12 08:59:00+00:00,1889.99,1890.02,1889.96,1889.96,1.9788485732722596,,
2026-08-12 09:00:00+00:00,1889.96,1890.02,1889.96,1889.99,0.66318,,
2026-08-12 09:01:00+00:00,1889.99,1890.01,1889.55,1889.55,2057.397729242294,,
2026-08-12 09:02:00+00:00,1889.55,1890.02,1889.25,1889.96,41.1925589903198,,
2026-08-12 09:03:00+00:00,1889.96,1890.49,1889.96,1890.45,3130.3161510175673,,
2026-08-12 09:04:00+00:00,1890.45,1890.84,1890.44,1890.84,0.45763,,
2026-08-12 09:05:00+00:00,1890.84,1891.02,1890.84,1891.02,1.6222256463635445,,
2026-08-12 09:06:00+00:00,1891.02,1891.69,1890.98,1890.98,2501.7352001672225,,
2026-08-12 09:07:00+00:00,1890.98,1891.94,1890.96,1891.47,118.73442735425928,,
2026-08-12 09:08:00+00:00,1891.47,1892.0,1891.47,1891.98,102.33171028702117,,
2026-08-12 09:09:00+00:00,1891.98,1892.0,1891.93,1891.98,2.620502365843209,,
2026-08-12 09:10:00+00:00,1891.98,1892.49,1891.98,1892.48,1075.82704,,
2026-08-12 09:11:00+00:00,1892.48,1892.49,1892.02,1892.33,536.7272,,
2026-08-12 09:12:00+00:00,1892.33,1892.85,1892.02,1892.85,678.3811962236333,,
2026-08-12 09:13:00+00:00,1892.85,1892.85,1890.64,1892.12,124.62906635521956,,
2026-08-12 09:14:00+00:00,1892.12,1892.12,1891.98,1892.0,1.61651,,
2026-08-12 09:15:00+00:00,1892.0,1892.84,1892.0,1892.83,110.42697,,
2026-08-12 09:16:00+00:00,1892.83,1893.02,1892.83,1893.02,1.40659,,
2026-08-12 09:17:00+00:00,1893.02,1893.77,1893.02,1893.47,35.41864334952738,,
2026-08-12 09:18:00+00:00,1893.47,1894.02,1893.02,1894.02,199.9642706360412,,
2026-08-12 09:19:00+00:00,1894.02,1896.33,1894.0,1896.33,6668.922852357203,,
2026-08-12 09:20:00+00:00,1896.33,1896.85,1894.65,1895.0,10.367714155990653,,
2026-08-12 09:21:00+00:00,1895.0,1895.09,1893.64,1894.15,4083.9233080273407,,
2026-08-12 09:22:00+00:00,1894.15,1894.56,1893.42,1894.56,48.38819680299752,,
2026-08-12 09:23:00+00:00,1894.56,1895.84,1894.56,1895.83,3080.8058426634966,,
2026-08-12 09:24:00+00:00,1895.83,1899.36,1895.83,1897.64,9663.010841299158,,
2026-08-12 09:25:00+00:00,1897.64,1904.72,1897.64,1900.74,11661.14245806578,,
2026-08-12 09:26:00+00:00,1900.74,1902.04,1900.07,1901.98,9350.164290147985,,
2026-08-12 09:27:00+00:00,1901.98,1903.6,1900.64,1901.49,37028.57968839341,,
2026-08-12 09:28:00+00:00,1901.49,1903.0,1901.49,1902.63,78.71689975702202,,
2026-08-12 09:29:00+00:00,1902.63,1903.78,1902.63,1903.01,4096.050810242978,,
2026-08-12 09:30:00+00:00,1903.01,1905.36,1903.01,1904.17,3134.1949295998793,,
2026-08-12 09:31:00+00:00,1904.17,1905.36,1903.15,1905.11,6276.575684080357,,
2026-08-12 09:32:00+00:00,1905.11,1908.38,1905.02,1908.38,12226.499972673157,,
2026-08-12 09:33:00+00:00,1908.38,1909.37,1906.75,1907.53,68.16016370869589,,
2026-08-12 09:34:00+00:00,1907.53,1907.53,1903.72,1903.72,2627.738880643433,,
2026-08-12 09:35:00+00:00,1903.72,1906.39,1903.64,1906.02,2002.2183895148737,,
2026-08-12 09:36:00+00:00,1906.02,1907.36,1905.01,1906.02,83.45912816561597,,
2026-08-12 09:37:00+00:00,1906.02,1906.71,1905.01,1906.01,9776.816541638216,,
2026-08-12 09:38:00+00:00,1906.01,1906.02,1904.96,1904.96,21.55550472856834,,
2026-08-12 09:39:00+00:00,1904.96,1906.36,1904.15,1904.15,1156.5538709469265,,
2026-08-12 09:40:00+00:00,1904.15,1904.15,1902.66,1902.98,2019.9312057448392,,
2026-08-12 09:41:00+00:00,1902.98,1903.07,1901.75,1901.75,2039.464512713008,,
2026-08-12 09:42:00+00:00,1901.75,1902.49,1901.75,1902.03,1.1200172042711851,,
2026-08-12 09:43:00+00:00,1902.03,1904.37,1902.02,1904.33,2713.5447505752054,,
2026-08-12 09:44:00+00:00,1904.33,1905.36,1903.98,1904.02,34.873109365801554,,
2026-08-12 09:45:00+00:00,1904.02,1904.53,1904.01,1904.53,287.4927315966752,,
2026-08-12 09:46:00+00:00,1904.53,1905.33,1904.01,1904.53,240.14562880871537,,
2026-08-12 09:47:00+00:00,1904.53,1905.02,1904.0,1904.46,229.27737566713344,,
2026-08-12 09:48:00+00:00,1904.46,1905.36,1904.0,1905.35,102.58235868405752,,
2026-08-12 09:49:00+00:00,1905.35,1905.35,1902.64,1902.64,0.805654507636761,,
2026-08-12 09:50:00+00:00,1902.64,1905.31,1902.64,1903.92,1.3413257894736843,,
2026-08-12 09:51:00+00:00,1903.92,1904.02,1903.3,1903.3,2088.693647484179,,
2026-08-12 09:52:00+00:00,1903.3,1903.3,1902.15,1902.41,2194.3893788999626,,
2026-08-12 09:53:00+00:00,1902.41,1903.02,1902.41,1902.99,157.32996788801822,,
2026-08-12 09:54:00+00:00,1902.99,1903.02,1902.88,1902.99,1.48415,,
2026-08-12 09:55:00+00:00,1902.99,1903.02,1902.96,1903.02,1.0614024589061253,,
2026-08-12 09:56:00+00:00,1903.02,1903.82,1903.01,1903.75,31045.65294,,
2026-08-12 09:57:00+00:00,1903.75,1904.11,1902.99,1904.11,0.9492472346817652,,
2026-08-12 09:58:00+00:00,1904.11,1905.0,1903.93,1904.99,1496.7350012605043,,
2026-08-12 09:59:00+00:00,1904.99,1905.02,1904.98,1904.98,2.6085782821494075,,
2026-08-12 10:00:00+00:00,1904.98,1906.67,1904.98,1906.15,4837.463478689068,,
2026-08-12 10:01:00+00:00,1906.15,1907.52,1906.01,1907.52,1677.0333937252724,,
2026-08-12 10:02:00+00:00,1907.52,1913.36,1907.52,1911.64,10472.769613191338,,
2026-08-12 10:03:00+00:00,1911.64,1912.12,1909.88,1909.95,2408.6764820165445,,
2026-08-12 10:04:00+00:00,1909.95,1911.7,1909.93,1910.12,553.6658018108379,,
2026-08-12 10:05:00+00:00,1910.12,1910.12,1908.67,1908.98,119.5306553108475,,
2026-08-12 10:06:00+00:00,1908.98,1909.02,1908.39,1908.39,2015.2637037286504,,
2026-08-12 10:07:00+00:00,1908.39,1909.53,1908.39,1909.48,34.519599884891285,,
2026-08-12 10:08:00+00:00,1909.48,1911.0,1909.47,1910.33,168.46255365882772,,
2026-08-12 10:09:00+00:00,1910.33,1910.53,1908.64,1910.07,54.98115555105827,,
2026-08-12 10:10:00+00:00,1910.07,1910.07,1909.16,1910.02,78.41608858859546,,
2026-08-12 10:11:00+00:00,1910.02,1910.48,1909.98,1910.47,31.56914,,
2026-08-12 10:12:00+00:00,1910.47,1911.53,1910.02,1911.53,98.33181951347795,,
2026-08-12 10:13:00+00:00,1911.53,1912.04,1911.01,1912.0,35.83405,,
2026-08-12 10:14:00+00:00,1912.0,1912.02,1910.99,1910.99,66.80622,,
2026-08-12 10:15:00+00:00,1910.99,1913.53,1910.99,1913.53,4326.80855,,
2026-08-12 10:16:00+00:00,1913.53,1913.53,1912.15,1912.15,4115.71967,,
2026-08-12 10:17:00+00:00,1912.15,1912.15,1910.64,1911.33,78.62349098738652,,
2026-08-12 10:18:00+00:00,1911.33,1911.99,1910.98,1911.49,152.8689567078405,,
2026-08-12 10:19:00+00:00,1911.49,1911.98,1910.93,1911.07,94.27276423200745,,
2026-08-12 10:20:00+00:00,1911.07,1913.48,1911.02,1913.48,6656.487736924749,,
2026-08-12 10:21:00+00:00,1913.48,1914.17,1912.64,1913.28,169.99119621034308,,
2026-08-12 10:22:00+00:00,1913.28,1913.28,1911.91,1912.02,47.5192222161485,,
